id,title,description,category,priority,status,source_section,verification_method,acceptance_criteria,dependencies,metadata
REQ_H111_452,"be designed to the site constraints (buildings, rooms) given in AD1.","be designed to the site constraints (buildings, rooms) given in AD1.",General,Low,Draft,H111 - Interfaces with the site,Inspection,To be defined,[],"{'extracted_from': 'H111', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H111_453,provide the general assembly drawings with QPLANT components and 3D models.  (*.step files may be us...,provide the general assembly drawings with QPLANT components and 3D models.  (*.step files may be used).,General,Low,Draft,H111 - Interfaces with the site,Inspection,To be defined,[],"{'extracted_from': 'H111', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H112_454,house the WCS.  The Contractor shall reserve space in this room for future upgrades (e.g. a dedicate...,"house the WCS.  The Contractor shall reserve space in this room for future upgrades (e.g. a dedicated purification system), for spare parts storage as well as for an unloading area)",General,Low,Draft,H112 - Compressor room,Inspection,To be defined,[],"{'extracted_from': 'H112', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H112_455,define the positioning of all equipment in this room in agreement with SCK CEN.,define the positioning of all equipment in this room in agreement with SCK CEN.,General,Low,Draft,H112 - Compressor room,Inspection,To be defined,[],"{'extracted_from': 'H112', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H112_456,give enveloping coldbox (QRB) lifting mass and clearances and road loads – available of 100 (see int...,give enveloping coldbox (QRB) lifting mass and clearances and road loads – available of 100 (see interfaces site),Interface,Low,Draft,H112 - Compressor room,Inspection,To be defined,[],"{'extracted_from': 'H112', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H112_457,evaluate the need for a crane in the compressor room and shall provide the necessary inputs in the d...,evaluate the need for a crane in the compressor room and shall provide the necessary inputs in the deliverable,General,Low,Draft,H112 - Compressor room,Inspection,To be defined,[],"{'extracted_from': 'H112', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H113_458,"host the Refrigerator Cold Box and associated warm panels, the electrical cabinets, the gas analyser...","host the Refrigerator Cold Box and associated warm panels, the electrical cabinets, the gas analysers, and pumping system.  The height of the ceiling is around 6.5 meters.",General,Low,Draft,H113 - The cold box room,Inspection,To be defined,[],"{'extracted_from': 'H113', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H113_459,evaluate the need for crane in the cold box room and shall provide the necessary inputs in the deliv...,evaluate the need for crane in the cold box room and shall provide the necessary inputs in the deliverable,General,Low,Draft,H113 - The cold box room,Inspection,To be defined,[],"{'extracted_from': 'H113', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H113_460,be connected to the compressor room by the different warm lines of the QPLANT.,be connected to the compressor room by the different warm lines of the QPLANT.,General,Low,Draft,H113 - The cold box room,Inspection,To be defined,[],"{'extracted_from': 'H113', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H113_461,be installed on the roof or below the roof close to the ceiling of the buildings between compressor ...,be installed on the roof or below the roof close to the ceiling of the buildings between compressor room and cold box room.,General,Low,Draft,H113 - The cold box room,Inspection,To be defined,[],"{'extracted_from': 'H113', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H114_462,"be installed in the storage area (17 m*10 m ~170 m²), next to the compressor room.  The total helium...","be installed in the storage area (17 m*10 m ~170 m²), next to the compressor room.  The total helium inventory is detailed in §3.5.12 .",General,Low,Draft,H114 - Storage Area,Inspection,To be defined,[],"{'extracted_from': 'H114', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H114_463,consider the possibility of the fluid refilling by trailers.,consider the possibility of the fluid refilling by trailers.,General,Low,Draft,H114 - Storage Area,Inspection,To be defined,[],"{'extracted_from': 'H114', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H115_464,be considered for the design and operation of the QPLANT and auxiliary equipment:,be considered for the design and operation of the QPLANT and auxiliary equipment:,Functional,Low,Draft,H115 - Site environmental conditions,Inspection,To be defined,[],"{'extracted_from': 'H115', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_465,"provide a dedicated 400 V~, 50 Hz, 3-phase + Neutral (TN-S) electrical supply at the following inter...","provide a dedicated 400 V~, 50 Hz, 3-phase + Neutral (TN-S) electrical supply at the following interface terminal points (dedicated to user location inside WCS):",Interface,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_466,"provide the complete Low Voltage (LV) distribution system for QPLANT, including LV cubicles, switchb...","provide the complete Low Voltage (LV) distribution system for QPLANT, including LV cubicles, switchboards, and protection devices.",General,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_467,"route, install, and connect all electrical cabling, cable trays, and interfaces for the compressor r...","route, install, and connect all electrical cabling, cable trays, and interfaces for the compressor room, cold box room, and warm helium storage area ‘except for the dedicated supply as per above.",Interface,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_468,be submitted for SCK CEN approval.  Grounding interfaces shall be connected to SCK CEN-provided term...,be submitted for SCK CEN approval.  Grounding interfaces shall be connected to SCK CEN-provided terminals in each area.,Interface,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_469,"ensure all QPLANT equipment is connected to the respective building grounding network, fully complia...","ensure all QPLANT equipment is connected to the respective building grounding network, fully compliant with IEC 60364 and IEC 61000 EMC requirements.",General,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_470,pass through a single shared feedthrough and be connected to equipotential bonding systems to mitiga...,pass through a single shared feedthrough and be connected to equipotential bonding systems to mitigate EMI risks.  EMC best practices and shall apply.,General,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_471,"define the required UPS backup scope and loads (HMI, PLCs, network, digital I/O) to ensure full oper...","define the required UPS backup scope and loads (HMI, PLCs, network, digital I/O) to ensure full operational redundancy in the event of utility loss.  SCK CEN will provide central UPS backup infrastructure.",Functional,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_472,"submit a risk-based signal classification and UPS demand report, listing all sensors, transmitters, ...","submit a risk-based signal classification and UPS demand report, listing all sensors, transmitters, and I/O requiring backup, subject to SCK CEN approval to finalize UPS system dimensioning.",General,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H117_473,be powered using a dedicated and segregated low-voltage AC feed.  These feeds shall be galvanically ...,be powered using a dedicated and segregated low-voltage AC feed.  These feeds shall be galvanically isolated from the HV main circuits.,General,Low,Draft,H117 - Electrical Interface Provisioning,Inspection,To be defined,[],"{'extracted_from': 'H117', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H118_474,provide the cooling water expected consumption at the end of the Conceptual Design phase.,provide the cooling water expected consumption at the end of the Conceptual Design phase.,General,Low,Draft,H118 - Interfaces with the Water-Cooling Loop (NA.PS01.PAB12),Inspection,To be defined,[],"{'extracted_from': 'H118', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H118_475,distribute the cooling water inside the dedicated technical rooms to the different QPLANT users.  Th...,distribute the cooling water inside the dedicated technical rooms to the different QPLANT users.  The scheme of the cooling water distribution in the buildings shall be subject to approval by SCK CEN.,General,Low,Draft,H118 - Interfaces with the Water-Cooling Loop (NA.PS01.PAB12),Inspection,To be defined,[],"{'extracted_from': 'H118', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
